IP地址	端口	TLS	数据中心	地区	城市	网络延迟	测速 MB/s
35.204.33.96	443	TRUE	FRA	Europe	Frankfurt	258 ms	5352 kB/s
34.159.215.213	443	TRUE	FRA	Europe	Frankfurt	265 ms	5214 kB/s
34.116.143.230	443	TRUE	FRA	Europe	Frankfurt	260 ms	5181 kB/s
34.159.127.233	443	TRUE	FRA	Europe	Frankfurt	241 ms	5070 kB/s
34.65.38.175	443	TRUE	FRA	Europe	Frankfurt	238 ms	4971 kB/s
34.90.148.40	443	TRUE	FRA	Europe	Frankfurt	265 ms	4760 kB/s
34.118.2.183	443	TRUE	FRA	Europe	Frankfurt	266 ms	4589 kB/s
34.118.24.29	443	TRUE	FRA	Europe	Frankfurt	256 ms	4405 kB/s
34.118.26.158	443	TRUE	FRA	Europe	Frankfurt	266 ms	3404 kB/s
34.116.161.110	443	TRUE	FRA	Europe	Frankfurt	290 ms	3289 kB/s
34.154.23.15	443	TRUE	FRA	Europe	Frankfurt	248 ms	2940 kB/s
34.65.170.6	443	TRUE	FRA	Europe	Frankfurt	262 ms	2866 kB/s
34.116.137.137	443	TRUE	FRA	Europe	Frankfurt	255 ms	2751 kB/s
34.32.164.220	443	TRUE	FRA	Europe	Frankfurt	247 ms	2642 kB/s
34.89.222.45	443	TRUE	FRA	Europe	Frankfurt	249 ms	2636 kB/s
34.154.23.240	443	TRUE	FRA	Europe	Frankfurt	240 ms	2465 kB/s
34.154.158.199	443	TRUE	FRA	Europe	Frankfurt	237 ms	2457 kB/s
34.154.135.173	443	TRUE	FRA	Europe	Frankfurt	250 ms	2393 kB/s
34.32.255.92	443	TRUE	FRA	Europe	Frankfurt	255 ms	2334 kB/s
34.141.41.41	443	TRUE	FRA	Europe	Frankfurt	264 ms	2287 kB/s
34.154.6.160	443	TRUE	FRA	Europe	Frankfurt	227 ms	2250 kB/s
34.154.189.54	443	TRUE	FRA	Europe	Frankfurt	254 ms	2188 kB/s
34.89.163.70	443	TRUE	FRA	Europe	Frankfurt	253 ms	2111 kB/s
34.116.137.3	443	TRUE	FRA	Europe	Frankfurt	273 ms	2110 kB/s
34.116.174.107	443	TRUE	FRA	Europe	Frankfurt	270 ms	2069 kB/s
35.234.123.182	443	TRUE	FRA	Europe	Frankfurt	248 ms	2046 kB/s
34.159.248.147	443	TRUE	FRA	Europe	Frankfurt	249 ms	2031 kB/s
34.118.107.144	443	TRUE	FRA	Europe	Frankfurt	254 ms	2022 kB/s
34.34.50.184	443	TRUE	FRA	Europe	Frankfurt	263 ms	2002 kB/s
34.159.143.68	443	TRUE	FRA	Europe	Frankfurt	256 ms	1991 kB/s
35.198.183.150	443	TRUE	FRA	Europe	Frankfurt	236 ms	1974 kB/s
34.65.113.146	443	TRUE	FRA	Europe	Frankfurt	253 ms	1852 kB/s
34.118.122.123	443	TRUE	FRA	Europe	Frankfurt	256 ms	1849 kB/s
34.118.40.210	443	TRUE	FRA	Europe	Frankfurt	277 ms	1842 kB/s
35.198.151.61	443	TRUE	FRA	Europe	Frankfurt	261 ms	1827 kB/s
34.116.208.99	443	TRUE	FRA	Europe	Frankfurt	257 ms	1826 kB/s
34.118.99.127	443	TRUE	FRA	Europe	Frankfurt	276 ms	1792 kB/s
35.246.217.201	443	TRUE	FRA	Europe	Frankfurt	237 ms	1791 kB/s
34.116.189.137	443	TRUE	FRA	Europe	Frankfurt	256 ms	1791 kB/s
34.90.79.250	443	TRUE	FRA	Europe	Frankfurt	255 ms	1771 kB/s
34.159.84.89	443	TRUE	FRA	Europe	Frankfurt	268 ms	1769 kB/s
34.159.11.92	443	TRUE	FRA	Europe	Frankfurt	262 ms	1763 kB/s
34.89.241.178	443	TRUE	FRA	Europe	Frankfurt	249 ms	1722 kB/s
34.118.8.60	443	TRUE	FRA	Europe	Frankfurt	264 ms	1715 kB/s
34.116.145.131	443	TRUE	FRA	Europe	Frankfurt	265 ms	1681 kB/s
34.141.115.112	443	TRUE	FRA	Europe	Frankfurt	254 ms	1636 kB/s
34.90.195.121	443	TRUE	FRA	Europe	Frankfurt	248 ms	1625 kB/s
34.141.6.85	443	TRUE	FRA	Europe	Frankfurt	242 ms	1587 kB/s
35.234.91.97	443	TRUE	FRA	Europe	Frankfurt	251 ms	1571 kB/s
34.32.242.118	443	TRUE	FRA	Europe	Frankfurt	253 ms	1489 kB/s
34.118.17.210	443	TRUE	FRA	Europe	Frankfurt	281 ms	1478 kB/s
34.118.44.17	443	TRUE	FRA	Europe	Frankfurt	278 ms	1475 kB/s
34.159.190.107	443	TRUE	FRA	Europe	Frankfurt	267 ms	1420 kB/s
34.154.185.75	443	TRUE	FRA	Europe	Frankfurt	254 ms	1372 kB/s
34.159.28.199	443	TRUE	FRA	Europe	Frankfurt	245 ms	1353 kB/s
34.107.6.24	443	TRUE	FRA	Europe	Frankfurt	241 ms	1350 kB/s
35.234.126.26	443	TRUE	FRA	Europe	Frankfurt	246 ms	1337 kB/s
34.65.158.214	443	TRUE	FRA	Europe	Frankfurt	262 ms	1327 kB/s
35.242.243.245	443	TRUE	FRA	Europe	Frankfurt	253 ms	1324 kB/s
34.154.215.170	443	TRUE	FRA	Europe	Frankfurt	256 ms	1247 kB/s
35.204.225.94	443	TRUE	FRA	Europe	Frankfurt	259 ms	1231 kB/s
34.65.51.214	443	TRUE	FRA	Europe	Frankfurt	250 ms	1218 kB/s
34.141.129.84	443	TRUE	FRA	Europe	Frankfurt	253 ms	1199 kB/s
34.141.197.22	443	TRUE	FRA	Europe	Frankfurt	246 ms	1187 kB/s
34.105.49.234	443	TRUE	SEA	North America	Seattle	203 ms	1171 kB/s
34.116.141.181	443	TRUE	FRA	Europe	Frankfurt	260 ms	1154 kB/s
34.118.64.206	443	TRUE	FRA	Europe	Frankfurt	257 ms	1137 kB/s
34.154.188.118	443	TRUE	FRA	Europe	Frankfurt	239 ms	1113 kB/s
34.159.134.234	443	TRUE	FRA	Europe	Frankfurt	242 ms	1110 kB/s
34.65.7.63	443	TRUE	FRA	Europe	Frankfurt	245 ms	1081 kB/s
34.118.67.161	443	TRUE	FRA	Europe	Frankfurt	269 ms	1079 kB/s
34.65.203.70	443	TRUE	FRA	Europe	Frankfurt	245 ms	1036 kB/s
34.118.7.22	443	TRUE	FRA	Europe	Frankfurt	268 ms	991 kB/s
34.141.90.157	443	TRUE	FRA	Europe	Frankfurt	259 ms	990 kB/s
34.107.103.93	443	TRUE	FRA	Europe	Frankfurt	243 ms	964 kB/s
34.118.37.5	443	TRUE	FRA	Europe	Frankfurt	269 ms	955 kB/s
34.90.57.238	443	TRUE	FRA	Europe	Frankfurt	261 ms	940 kB/s
34.118.46.98	443	TRUE	FRA	Europe	Frankfurt	274 ms	918 kB/s
34.116.238.191	443	TRUE	FRA	Europe	Frankfurt	276 ms	911 kB/s
34.91.141.104	443	TRUE	FRA	Europe	Frankfurt	257 ms	899 kB/s
34.91.149.210	443	TRUE	FRA	Europe	Frankfurt	254 ms	862 kB/s
34.116.141.170	443	TRUE	FRA	Europe	Frankfurt	256 ms	848 kB/s
34.159.163.244	443	TRUE	FRA	Europe	Frankfurt	249 ms	838 kB/s
34.116.152.58	443	TRUE	FRA	Europe	Frankfurt	271 ms	835 kB/s
34.107.106.55	443	TRUE	FRA	Europe	Frankfurt	272 ms	830 kB/s
34.65.235.165	443	TRUE	FRA	Europe	Frankfurt	250 ms	828 kB/s
34.32.172.190	443	TRUE	FRA	Europe	Frankfurt	257 ms	819 kB/s
34.118.20.131	443	TRUE	FRA	Europe	Frankfurt	268 ms	812 kB/s
34.154.158.134	443	TRUE	FRA	Europe	Frankfurt	233 ms	788 kB/s
34.91.155.132	443	TRUE	FRA	Europe	Frankfurt	262 ms	774 kB/s
34.154.64.122	443	TRUE	FRA	Europe	Frankfurt	249 ms	771 kB/s
34.116.200.248	443	TRUE	FRA	Europe	Frankfurt	278 ms	755 kB/s
34.118.12.204	443	TRUE	FRA	Europe	Frankfurt	257 ms	755 kB/s
34.65.229.117	443	TRUE	FRA	Europe	Frankfurt	253 ms	748 kB/s
34.154.206.166	443	TRUE	FRA	Europe	Frankfurt	255 ms	736 kB/s
35.246.232.111	443	TRUE	FRA	Europe	Frankfurt	246 ms	729 kB/s
34.65.153.152	443	TRUE	FRA	Europe	Frankfurt	245 ms	713 kB/s
34.65.184.103	443	TRUE	FRA	Europe	Frankfurt	252 ms	710 kB/s
34.118.52.240	443	TRUE	FRA	Europe	Frankfurt	273 ms	691 kB/s
34.116.191.142	443	TRUE	FRA	Europe	Frankfurt	261 ms	689 kB/s
35.204.100.110	443	TRUE	FRA	Europe	Frankfurt	234 ms	681 kB/s
34.159.117.170	443	TRUE	FRA	Europe	Frankfurt	233 ms	681 kB/s
34.154.0.12	443	TRUE	FRA	Europe	Frankfurt	240 ms	675 kB/s
34.65.130.191	443	TRUE	FRA	Europe	Frankfurt	255 ms	675 kB/s
35.246.128.62	443	TRUE	FRA	Europe	Frankfurt	258 ms	662 kB/s
34.89.209.6	443	TRUE	FRA	Europe	Frankfurt	267 ms	627 kB/s
34.154.36.170	443	TRUE	FRA	Europe	Frankfurt	247 ms	624 kB/s
34.159.75.128	443	TRUE	FRA	Europe	Frankfurt	241 ms	617 kB/s
34.65.106.25	443	TRUE	FRA	Europe	Frankfurt	264 ms	611 kB/s
34.141.236.10	443	TRUE	FRA	Europe	Frankfurt	251 ms	601 kB/s
34.118.110.163	443	TRUE	FRA	Europe	Frankfurt	262 ms	576 kB/s
34.118.46.218	443	TRUE	FRA	Europe	Frankfurt	275 ms	574 kB/s
35.198.72.152	443	TRUE	FRA	Europe	Frankfurt	245 ms	569 kB/s
34.118.90.82	443	TRUE	FRA	Europe	Frankfurt	260 ms	544 kB/s
34.91.243.21	443	TRUE	FRA	Europe	Frankfurt	249 ms	537 kB/s
34.116.155.2	443	TRUE	FRA	Europe	Frankfurt	261 ms	537 kB/s
34.118.50.141	443	TRUE	FRA	Europe	Frankfurt	271 ms	534 kB/s
34.65.230.145	443	TRUE	FRA	Europe	Frankfurt	262 ms	531 kB/s
34.118.95.31	443	TRUE	FRA	Europe	Frankfurt	263 ms	528 kB/s
34.65.118.63	443	TRUE	FRA	Europe	Frankfurt	246 ms	527 kB/s
35.198.149.218	443	TRUE	FRA	Europe	Frankfurt	241 ms	521 kB/s
34.118.25.207	443	TRUE	FRA	Europe	Frankfurt	276 ms	515 kB/s
34.118.65.79	443	TRUE	FRA	Europe	Frankfurt	258 ms	512 kB/s
35.198.114.188	443	TRUE	FRA	Europe	Frankfurt	248 ms	502 kB/s
34.116.216.251	443	TRUE	FRA	Europe	Frankfurt	253 ms	494 kB/s
34.118.21.204	443	TRUE	FRA	Europe	Frankfurt	257 ms	492 kB/s
34.32.162.203	443	TRUE	FRA	Europe	Frankfurt	257 ms	492 kB/s
34.154.224.121	443	TRUE	FRA	Europe	Frankfurt	258 ms	483 kB/s
35.204.164.131	443	TRUE	FRA	Europe	Frankfurt	250 ms	476 kB/s
34.118.17.76	443	TRUE	FRA	Europe	Frankfurt	268 ms	462 kB/s
34.118.53.218	443	TRUE	FRA	Europe	Frankfurt	275 ms	454 kB/s
34.32.181.239	443	TRUE	FRA	Europe	Frankfurt	253 ms	454 kB/s
34.107.73.97	443	TRUE	FRA	Europe	Frankfurt	259 ms	447 kB/s
34.159.55.116	443	TRUE	FRA	Europe	Frankfurt	240 ms	444 kB/s
35.197.23.75	443	TRUE	SEA	North America	Seattle	193 ms	419 kB/s
34.147.125.86	443	TRUE	FRA	Europe	Frankfurt	260 ms	415 kB/s
34.89.156.120	443	TRUE	FRA	Europe	Frankfurt	249 ms	403 kB/s
34.118.72.139	443	TRUE	FRA	Europe	Frankfurt	270 ms	400 kB/s
34.116.211.3	443	TRUE	FRA	Europe	Frankfurt	261 ms	393 kB/s
34.65.45.164	443	TRUE	FRA	Europe	Frankfurt	235 ms	388 kB/s
34.118.56.112	443	TRUE	FRA	Europe	Frankfurt	289 ms	384 kB/s
34.116.216.92	443	TRUE	FRA	Europe	Frankfurt	267 ms	365 kB/s
34.116.195.230	443	TRUE	FRA	Europe	Frankfurt	268 ms	348 kB/s
34.118.47.106	443	TRUE	FRA	Europe	Frankfurt	270 ms	348 kB/s
34.65.92.134	443	TRUE	FRA	Europe	Frankfurt	231 ms	342 kB/s
34.89.158.25	443	TRUE	FRA	Europe	Frankfurt	246 ms	339 kB/s
34.116.174.159	443	TRUE	FRA	Europe	Frankfurt	267 ms	329 kB/s
34.118.68.149	443	TRUE	FRA	Europe	Frankfurt	259 ms	329 kB/s
34.118.108.83	443	TRUE	FRA	Europe	Frankfurt	261 ms	316 kB/s
34.32.224.139	443	TRUE	FRA	Europe	Frankfurt	250 ms	307 kB/s
34.118.19.99	443	TRUE	FRA	Europe	Frankfurt	260 ms	304 kB/s
34.118.87.93	443	TRUE	FRA	Europe	Frankfurt	278 ms	297 kB/s
34.147.119.30	443	TRUE	FRA	Europe	Frankfurt	258 ms	281 kB/s
34.118.61.68	443	TRUE	FRA	Europe	Frankfurt	268 ms	259 kB/s
34.116.151.200	443	TRUE	FRA	Europe	Frankfurt	274 ms	243 kB/s
34.116.167.6	443	TRUE	FRA	Europe	Frankfurt	275 ms	243 kB/s
34.116.189.247	443	TRUE	FRA	Europe	Frankfurt	269 ms	240 kB/s
34.118.80.20	443	TRUE	FRA	Europe	Frankfurt	270 ms	220 kB/s
34.118.67.21	443	TRUE	FRA	Europe	Frankfurt	269 ms	217 kB/s
34.154.214.184	443	TRUE	FRA	Europe	Frankfurt	252 ms	201 kB/s
34.123.83.237	443	TRUE	ORD	North America	Chicago	350 ms	185 kB/s
34.107.56.108	443	TRUE	FRA	Europe	Frankfurt	260 ms	185 kB/s
34.118.103.40	443	TRUE	FRA	Europe	Frankfurt	273 ms	182 kB/s
34.147.33.140	443	TRUE	FRA	Europe	Frankfurt	271 ms	156 kB/s
34.118.93.116	443	TRUE	FRA	Europe	Frankfurt	251 ms	128 kB/s
34.116.201.17	443	TRUE	FRA	Europe	Frankfurt	263 ms	73 kB/s
34.91.252.237	443	TRUE	FRA	Europe	Frankfurt	240 ms	54 kB/s
34.66.72.229	443	TRUE	ORD	North America	Chicago	345 ms	51 kB/s
35.234.105.116	443	TRUE	FRA	Europe	Frankfurt	246 ms	49 kB/s
34.41.252.92	443	TRUE	ORD	North America	Chicago	333 ms	23 kB/s
34.163.89.60	2053	TRUE	CDG	Europe	Paris	430 ms	0 kB/s
34.159.73.193	443	TRUE	FRA	Europe	Frankfurt	253 ms	0 kB/s
34.159.26.0	443	TRUE	FRA	Europe	Frankfurt	258 ms	0 kB/s
34.116.239.30	443	TRUE	FRA	Europe	Frankfurt	259 ms	0 kB/s
34.141.27.54	443	TRUE	FRA	Europe	Frankfurt	228 ms	0 kB/s
34.116.252.167	443	TRUE	FRA	Europe	Frankfurt	253 ms	0 kB/s
34.147.114.254	443	TRUE	FRA	Europe	Frankfurt	243 ms	0 kB/s
34.154.104.11	443	TRUE	FRA	Europe	Frankfurt	243 ms	0 kB/s
34.118.85.198	443	TRUE	FRA	Europe	Frankfurt	268 ms	0 kB/s
34.154.150.141	443	TRUE	FRA	Europe	Frankfurt	241 ms	0 kB/s
35.236.55.171	443	TRUE	LAX	North America	Los Angeles	298 ms	0 kB/s
34.118.77.221	443	TRUE	FRA	Europe	Frankfurt	277 ms	0 kB/s
34.89.238.170	443	TRUE	FRA	Europe	Frankfurt	241 ms	0 kB/s
34.118.21.191	443	TRUE	FRA	Europe	Frankfurt	266 ms	0 kB/s
34.118.65.97	443	TRUE	FRA	Europe	Frankfurt	268 ms	0 kB/s
34.118.67.148	443	TRUE	FRA	Europe	Frankfurt	267 ms	0 kB/s
34.118.63.214	443	TRUE	FRA	Europe	Frankfurt	266 ms	0 kB/s
34.116.152.220	443	TRUE	FRA	Europe	Frankfurt	269 ms	0 kB/s
34.118.46.206	443	TRUE	FRA	Europe	Frankfurt	275 ms	0 kB/s
34.154.83.3	443	TRUE	FRA	Europe	Frankfurt	255 ms	0 kB/s
34.118.36.124	443	TRUE	FRA	Europe	Frankfurt	260 ms	0 kB/s
﻿IP地址	端口	TLS	数据中心	地区	城市	网络延迟	下载速度
34.36.183.121	80	FALSE	LAX	North America	Los Angeles	261 ms	6958 kB/s
34.117.254.68	80	FALSE	LAX	North America	Los Angeles	218 ms	6527 kB/s
34.110.234.120	80	FALSE	LAX	North America	Los Angeles	230 ms	4578 kB/s
34.82.76.253	80	FALSE	SEA	North America	Seattle	278 ms	4360 kB/s
34.49.199.30	80	FALSE	LAX	North America	Los Angeles	319 ms	3933 kB/s
34.105.49.234	80	FALSE	SEA	North America	Seattle	246 ms	2923 kB/s
35.247.124.181	80	FALSE	SEA	North America	Seattle	241 ms	1532 kB/s
34.102.111.127	80	FALSE	LAX	North America	Los Angeles	301 ms	925 kB/s
34.49.212.232	80	FALSE	LAX	North America	Los Angeles	606 ms	344 kB/s
34.160.118.77	80	FALSE	LAX	North America	Los Angeles	281 ms	274 kB/s
34.111.135.19	80	FALSE	LAX	North America	Los Angeles	228 ms	201 kB/s
35.232.39.116	80	FALSE	DFW	North America	Dallas	345 ms	166 kB/s
34.93.79.152	80	FALSE	BOM	Asia Pacific	Mumbai	452 ms	102 kB/s
34.93.226.165	80	FALSE	BOM	Asia Pacific	Mumbai	434 ms	32 kB/s
﻿IP地址	端口	TLS	数据中心	地区	城市	网络延迟	下载速度
8.218.2.181	2053	TRUE	HKG	Asia Pacific	Hong Kong	59 ms	25338 kB/s
47.242.54.157	2087	TRUE	HKG	Asia Pacific	Hong Kong	62 ms	17135 kB/s
8.217.145.40	2087	TRUE	HKG	Asia Pacific	Hong Kong	71 ms	15387 kB/s
8.217.85.14	2053	TRUE	HKG	Asia Pacific	Hong Kong	60 ms	14154 kB/s
47.76.204.76	8443	TRUE	HKG	Asia Pacific	Hong Kong	67 ms	14052 kB/s
47.242.176.237	2083	TRUE	HKG	Asia Pacific	Hong Kong	74 ms	13943 kB/s
8.210.34.188	2053	TRUE	HKG	Asia Pacific	Hong Kong	70 ms	13656 kB/s
47.238.40.58	2053	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	13500 kB/s
47.76.159.146	2053	TRUE	HKG	Asia Pacific	Hong Kong	57 ms	13320 kB/s
8.210.3.24	2083	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	13248 kB/s
8.210.175.109	2083	TRUE	HKG	Asia Pacific	Hong Kong	67 ms	12380 kB/s
8.210.245.224	2083	TRUE	HKG	Asia Pacific	Hong Kong	69 ms	12165 kB/s
47.243.5.154	2083	TRUE	HKG	Asia Pacific	Hong Kong	68 ms	12039 kB/s
47.242.252.237	2083	TRUE	HKG	Asia Pacific	Hong Kong	57 ms	11926 kB/s
8.217.121.207	2053	TRUE	HKG	Asia Pacific	Hong Kong	67 ms	11826 kB/s
47.242.171.94	2083	TRUE	HKG	Asia Pacific	Hong Kong	66 ms	11746 kB/s
47.243.203.119	2053	TRUE	HKG	Asia Pacific	Hong Kong	54 ms	11602 kB/s
47.238.40.58	2087	TRUE	HKG	Asia Pacific	Hong Kong	68 ms	11472 kB/s
47.242.54.157	2096	TRUE	HKG	Asia Pacific	Hong Kong	66 ms	11084 kB/s
47.242.234.127	2083	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	11012 kB/s
47.242.54.157	8443	TRUE	HKG	Asia Pacific	Hong Kong	58 ms	10704 kB/s
47.76.159.146	2083	TRUE	HKG	Asia Pacific	Hong Kong	54 ms	10660 kB/s
8.218.122.55	8443	TRUE	HKG	Asia Pacific	Hong Kong	60 ms	10541 kB/s
8.210.245.224	2053	TRUE	HKG	Asia Pacific	Hong Kong	68 ms	10535 kB/s
47.243.5.154	8443	TRUE	HKG	Asia Pacific	Hong Kong	70 ms	10456 kB/s
8.217.85.14	2083	TRUE	HKG	Asia Pacific	Hong Kong	62 ms	10155 kB/s
47.243.5.154	2053	TRUE	HKG	Asia Pacific	Hong Kong	71 ms	9934 kB/s
8.210.9.129	2083	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	9649 kB/s
8.217.145.40	2083	TRUE	HKG	Asia Pacific	Hong Kong	71 ms	9531 kB/s
47.243.203.119	2083	TRUE	HKG	Asia Pacific	Hong Kong	67 ms	9429 kB/s
8.217.232.246	2053	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	9341 kB/s
8.218.122.55	2053	TRUE	HKG	Asia Pacific	Hong Kong	62 ms	8907 kB/s
8.210.156.6	2087	TRUE	HKG	Asia Pacific	Hong Kong	60 ms	8794 kB/s
47.243.27.217	2083	TRUE	HKG	Asia Pacific	Hong Kong	66 ms	8756 kB/s
47.242.171.94	2053	TRUE	HKG	Asia Pacific	Hong Kong	89 ms	8671 kB/s
47.76.204.76	2053	TRUE	HKG	Asia Pacific	Hong Kong	65 ms	8351 kB/s
47.237.95.156	2096	TRUE	SIN	Asia Pacific	Singapore	221 ms	8015 kB/s
8.210.174.156	2053	TRUE	HKG	Asia Pacific	Hong Kong	59 ms	8011 kB/s
47.243.27.217	2087	TRUE	HKG	Asia Pacific	Hong Kong	58 ms	7830 kB/s
8.222.204.128	443	TRUE	SIN	Asia Pacific	Singapore	216 ms	7818 kB/s
8.210.48.107	2053	TRUE	HKG	Asia Pacific	Hong Kong	59 ms	7813 kB/s
47.242.252.237	2053	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	7693 kB/s
47.76.204.76	2087	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	7667 kB/s
8.210.156.6	2053	TRUE	HKG	Asia Pacific	Hong Kong	62 ms	7643 kB/s
47.242.155.183	2087	TRUE	HKG	Asia Pacific	Hong Kong	59 ms	7621 kB/s
47.242.176.237	2053	TRUE	HKG	Asia Pacific	Hong Kong	62 ms	7402 kB/s
8.210.34.188	2083	TRUE	HKG	Asia Pacific	Hong Kong	65 ms	7359 kB/s
47.242.171.94	2087	TRUE	HKG	Asia Pacific	Hong Kong	87 ms	7247 kB/s
8.210.175.109	8443	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	7128 kB/s
8.210.175.109	2053	TRUE	HKG	Asia Pacific	Hong Kong	71 ms	6888 kB/s
8.210.156.6	2083	TRUE	HKG	Asia Pacific	Hong Kong	61 ms	6837 kB/s
47.242.171.94	8443	TRUE	HKG	Asia Pacific	Hong Kong	67 ms	6613 kB/s
47.242.202.230	2083	TRUE	HKG	Asia Pacific	Hong Kong	60 ms	6582 kB/s
47.242.155.183	2096	TRUE	HKG	Asia Pacific	Hong Kong	61 ms	6446 kB/s
47.245.105.224	2083	TRUE	SIN	Asia Pacific	Singapore	220 ms	6389 kB/s
8.218.122.55	2087	TRUE	HKG	Asia Pacific	Hong Kong	57 ms	6359 kB/s
47.245.102.52	2083	TRUE	SIN	Asia Pacific	Singapore	230 ms	6325 kB/s
47.236.145.85	2083	TRUE	SIN	Asia Pacific	Singapore	218 ms	6222 kB/s
8.210.48.107	2087	TRUE	HKG	Asia Pacific	Hong Kong	56 ms	6202 kB/s
8.210.34.188	2096	TRUE	HKG	Asia Pacific	Hong Kong	55 ms	6178 kB/s
47.242.155.183	8443	TRUE	HKG	Asia Pacific	Hong Kong	58 ms	6158 kB/s
8.210.101.157	2053	TRUE	HKG	Asia Pacific	Hong Kong	70 ms	6149 kB/s
47.76.204.76	2096	TRUE	HKG	Asia Pacific	Hong Kong	68 ms	6121 kB/s
47.245.102.52	2096	TRUE	SIN	Asia Pacific	Singapore	257 ms	6028 kB/s
8.210.9.129	2087	TRUE	HKG	Asia Pacific	Hong Kong	62 ms	5973 kB/s
47.242.202.230	2053	TRUE	HKG	Asia Pacific	Hong Kong	65 ms	5914 kB/s
47.236.80.110	2096	TRUE	SIN	Asia Pacific	Singapore	206 ms	5912 kB/s
47.236.10.182	2096	TRUE	SIN	Asia Pacific	Singapore	260 ms	5893 kB/s
8.217.121.207	2096	TRUE	HKG	Asia Pacific	Hong Kong	65 ms	5892 kB/s
47.242.252.237	2087	TRUE	HKG	Asia Pacific	Hong Kong	66 ms	5860 kB/s
47.237.81.112	2096	TRUE	SIN	Asia Pacific	Singapore	235 ms	5784 kB/s
47.236.117.48	8443	TRUE	SIN	Asia Pacific	Singapore	223 ms	5756 kB/s
47.237.10.1	2096	TRUE	SIN	Asia Pacific	Singapore	234 ms	5730 kB/s
47.236.145.85	2053	TRUE	SIN	Asia Pacific	Singapore	235 ms	5704 kB/s
47.237.100.206	2087	TRUE	SIN	Asia Pacific	Singapore	208 ms	5694 kB/s
47.236.80.110	2087	TRUE	SIN	Asia Pacific	Singapore	222 ms	5678 kB/s
47.242.155.183	2083	TRUE	HKG	Asia Pacific	Hong Kong	64 ms	5669 kB/s
8.210.34.188	2087	TRUE	HKG	Asia Pacific	Hong Kong	60 ms	5642 kB/s
47.76.204.76	2083	TRUE	HKG	Asia Pacific	Hong Kong	67 ms	5614 kB/s
8.210.245.224	2096	TRUE	HKG	Asia Pacific	Hong Kong	59 ms	5542 kB/s
47.236.145.85	2087	TRUE	SIN	Asia Pacific	Singapore	213 ms	5536 kB/s
47.237.83.20	2087	TRUE	SIN	Asia Pacific	Singapore	213 ms	5528 kB/s
47.236.202.91	8443	TRUE	SIN	Asia Pacific	Singapore	221 ms	5509 kB/s
47.237.0.31	2087	TRUE	SIN	Asia Pacific	Singapore	223 ms	5457 kB/s
8.217.232.246	2083	TRUE	HKG	Asia Pacific	Hong Kong	64 ms	5437 kB/s
47.237.14.220	2087	TRUE	SIN	Asia Pacific	Singapore	221 ms	5433 kB/s
47.236.180.51	8443	TRUE	SIN	Asia Pacific	Singapore	213 ms	5416 kB/s
8.210.175.109	2087	TRUE	HKG	Asia Pacific	Hong Kong	61 ms	5404 kB/s
47.243.203.119	2096	TRUE	HKG	Asia Pacific	Hong Kong	57 ms	5378 kB/s
47.237.14.220	2096	TRUE	SIN	Asia Pacific	Singapore	213 ms	5351 kB/s
47.243.203.119	2087	TRUE	HKG	Asia Pacific	Hong Kong	64 ms	5343 kB/s
47.236.10.182	2083	TRUE	SIN	Asia Pacific	Singapore	234 ms	5277 kB/s
47.236.165.25	2083	TRUE	SIN	Asia Pacific	Singapore	207 ms	5276 kB/s
47.237.83.20	2096	TRUE	SIN	Asia Pacific	Singapore	210 ms	5275 kB/s
47.245.102.52	8443	TRUE	SIN	Asia Pacific	Singapore	226 ms	5252 kB/s
47.236.117.48	443	TRUE	SIN	Asia Pacific	Singapore	222 ms	5200 kB/s
8.210.3.24	2053	TRUE	HKG	Asia Pacific	Hong Kong	67 ms	5186 kB/s
47.242.234.127	2087	TRUE	HKG	Asia Pacific	Hong Kong	60 ms	5186 kB/s
47.242.234.127	2053	TRUE	HKG	Asia Pacific	Hong Kong	68 ms	5170 kB/s
47.236.117.48	2087	TRUE	SIN	Asia Pacific	Singapore	212 ms	5168 kB/s
47.242.232.14	2096	TRUE	HKG	Asia Pacific	Hong Kong	81 ms	5120 kB/s
47.237.95.13	2087	TRUE	SIN	Asia Pacific	Singapore	216 ms	5017 kB/s
8.217.232.246	2087	TRUE	HKG	Asia Pacific	Hong Kong	70 ms	5015 kB/s
8.210.9.129	2096	TRUE	HKG	Asia Pacific	Hong Kong	64 ms	4938 kB/s
47.237.94.140	2083	TRUE	SIN	Asia Pacific	Singapore	221 ms	4931 kB/s
47.236.118.216	2087	TRUE	SIN	Asia Pacific	Singapore	244 ms	4914 kB/s
47.236.117.48	2053	TRUE	SIN	Asia Pacific	Singapore	232 ms	4914 kB/s
47.236.117.48	2096	TRUE	SIN	Asia Pacific	Singapore	244 ms	4890 kB/s
47.242.252.237	8443	TRUE	HKG	Asia Pacific	Hong Kong	63 ms	4808 kB/s
47.243.203.119	8443	TRUE	HKG	Asia Pacific	Hong Kong	58 ms	4794 kB/s
